Sample_number	ID_indiv	Year_collect	Length	Weight
2043	PM_MIR_524	2017	30	0.032
2044	PM_MIR_525	2017	30	0.018
2045	PM_MIR_526	2017	24	0.009
2046	PM_MIR_527	2017	33	0.033
2047	PM_MIR_528	2017	35	0.023
2048	PM_MIR_529	2017	30	0.022
2049	PM_MIR_530	2017	33	0.025
2050	PM_MIR_531	2017	26	0.01
2051	PM_MIR_532	2017	33	0.028
2052	PM_MIR_533	2017	31	0.021
2053	PM_MIR_534	2017	24	0.011
2054	PM_MIR_535	2017	33	0.034
2055	PM_MIR_536	2017	27	0.011
2056	PM_MIR_537	2017	33	0.033
2057	PM_MIR_538	2017	36	0.051
2058	PM_MIR_539	2017	36	0.033
2059	PM_MIR_540	2017	26	0.011
2060	PM_MIR_541	2017	32	0.03
2061	PM_MIR_542	2017	27	0.017
2062	PM_MIR_543	2017	29	0.02
2063	PM_MIR_544	2017	29	0.024
2064	PM_MIR_545	2017	25	0.009
2065	PM_MIR_546	2017	25	0.011
2066	PM_MIR_547	2017	27	0.014
2067	PM_MIR_548	2017	31	0.021
2068	PM_MIR_549	2017	29	0.015
2069	PM_MIR_550	2017	31	0.023
2070	PM_MIR_551	2017	28	0.011
2071	PM_MIR_552	2017	25	0.009
2072	PM_MIR_553	2017	32	0.021
2073	PM_MIR_554	2017	32	0.024
2074	PM_MIR_555	2017	32	0.03
2075	PM_MIR_556	2017	35	0.045
2076	PM_MIR_557	2017	33	0.02
2077	PM_MIR_558	2017	34	0.036
2078	PM_MIR_559	2017	35	0.029
2079	PM_MIR_560	2017	36	0.047
2080	PM_MIR_561	2017	41	0.097
2081	PM_MIR_562	2017	33	0.026
2082	PM_MIR_563	2017	35	0.044
2083	PM_MIR_564	2017	33	0.024
2084	PM_MIR_565	2017	32	0.026
2085	PM_MIR_566	2017	30	0.02
2086	PM_MIR_567	2017	37	0.055
2087	PM_MIR_568	2017	30	0.021
2088	PM_MIR_569	2017	33	0.023
2089	PM_MIR_570	2017	37	0.054
2090	PM_MIR_571	2017	42	0.08
2091	PM_MIR_572	2017	34	0.033
2092	PM_MIR_573	2017	30	0.02
2093	PM_MIR_574	2017	33	0.015
2094	PM_MIR_575	2017	40	0.03
2095	PM_MIR_576	2017	33	0.03
2096	PM_MIR_577	2017	36	0.032
2097	PM_MIR_578	2017	33	0.021
2098	PM_MIR_579	2017	31	0.014
2099	PM_MIR_580	2017	34	0.037
2100	PM_MIR_581	2017	41	0.08
2101	PM_MIR_582	2017	40	0.077
2102	PM_MIR_583	2017	34	0.036
2103	PM_MIR_584	2017	37	0.059
2104	PM_MIR_585	2017	41	0.062
2105	PM_MIR_586	2017	31	0.023
2106	PM_MIR_587	2017	44	0.109
2107	PM_MIR_588	2017	40	0.066
2108	PM_MIR_589	2017	37	0.054
2109	PM_MIR_590	2017	30	0.021
2110	PM_MIR_591	2017	38	0.057
2111	PM_MIR_592	2017	42	0.087
2112	PM_MIR_593	2017	36	0.052
2113	PM_MIR_594	2017	33	0.02
2114	PM_MIR_595	2017	40	0.057
2115	PM_MIR_596	2017	37	0.037
2116	PM_MIR_597	2017	37	0.052
2117	PM_MIR_598	2017	38	0.05
2118	PM_MIR_599	2017	39	0.057
2119	PM_MIR_600	2017	32	0.023
2120	PM_MIR_601	2017	41	0.075
2121	PM_MIR_602	2017	31	0.025
2122	PM_MIR_603	2017	37	0.038
2123	PM_MIR_604	2017	50	0.202
2124	PM_MIR_605	2017	30	0.016
2125	PM_MIR_606	2017	47	0.165
2126	PM_MIR_607	2017	41	0.102
2127	PM_MIR_608	2017	42	0.093
2128	PM_MIR_609	2017	33	0.029
2129	PM_MIR_610	2017	40	0.08
2130	PM_MIR_611	2017	29	0.013
2131	PM_MIR_612	2017	38	0.062
2132	PM_MIR_613	2017	36	0.036
2133	PM_MIR_614	2017	36	0.047
2134	PM_MIR_615	2017	29	0.02
2135	PM_MIR_616	2017	38	0.051
2136	PM_MIR_617	2017	35	0.036
2137	PM_MIR_618	2017	35	0.029
2138	PM_MIR_619	2017	34	0.037
2139	PM_MIR_620	2017	37	0.059
2140	PM_MIR_621	2017	37	0.049
2141	PM_MIR_622	2017	33	0.039
2142	PM_MIR_623	2017	35	0.037
2143	PM_MIR_624	2017	36	0.053
2144	PM_MIR_625	2017	35	0.033
2145	PM_MIR_626	2017	39	0.057
2146	PM_MIR_627	2017	33	0.032
2147	PM_MIR_628	2017	30	0.021
2148	PM_MIR_629	2017	28	0.026
2149	PM_MIR_630	2017	30	0.023
2150	PM_MIR_631	2017	36	0.065
2151	PM_MIR_632	2017	33	0.034
2152	PM_MIR_633	2017	40	0.059
2153	PM_MIR_634	2017	34	0.037
2154	PM_MIR_635	2017	30	0.03
2155	PM_MIR_636	2017	35	0.043
2156	PM_MIR_637	2017	28	0.023
2157	PM_MIR_638	2017	27	0.018
2158	PM_MIR_639	2017	36	0.059
2159	PM_MIR_640	2017	38	0.052
2160	PM_MIR_641	2017	30	0.022
2161	PM_MIR_642	2017	29	0.011
2162	PM_MIR_643	2017	24	0.009
2163	PM_MIR_644	2017	31	0.016
2164	PM_MIR_645	2017	35	0.026
2165	PM_MIR_646	2017	34	0.038
2166	PM_MIR_647	2017	35	0.012
2167	PM_MIR_648	2017	33	0.039
2168	PM_MIR_649	2017	25	0.01
2169	PM_MIR_650	2017	34	0.046
2170	PM_MIR_651	2017	27	0.017
2171	PM_MIR_652	2017	39	0.036
2172	PM_MIR_653	2017	31	0.027
2173	PM_MIR_654	2017	28	0.027
2174	PM_MIR_655	2017	33	0.033
2175	PM_MIR_656	2017	31	0.019
2176	PM_MIR_657	2017	29	0.013
2177	PM_MIR_658	2017	31	0.027
2178	PM_MIR_659	2017	27	0.012
2179	PM_MIR_660	2017	33	0.029
2180	PM_MIR_661	2017	30	0.02
2181	PM_MIR_662	2017	30	0.022
2182	PM_MIR_663	2017	28	0.012
